brand,url_part,title,final Price,Original Price
AKS,kurtas/aks/aks-women-beige--red-printed-a-line-kurta/2095027/buy,A-Line Kurta,849,1699
AKS,kurtas/aks/aks-women-coral-pink-printed-detail-anarkali-kurta/2167346/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-navy-printed-layered-straight-kurta/2167336/buy,Printed Layered Straight Kurta,799,1599
AKS,kurtas/aks/aks-women-red--black-yoke-design-anarkali-kurta/2082425/buy,Yoke Design Anarkali Kurta,649,1299
AKS,kurtas/aks/aks-women-black--red-printed-anarkali-kurta/2127703/buy,Printed Anarkali Kurta,815,1599
AKS,kurtas/aks/aks-women-cream-coloured--green-printed-a-line-kurta/2262303/buy,Printed A-Line Kurta,719,1799
AKS,kurtas/aks/aks-women-black-solid-straight-kurta/2095549/buy,Women Solid Straight Kurta,599,799
AKS,kurtas/aks/aks-pink-printed-kurta/2082379/buy,Printed Kurta,604,1099
AKS,kurtas/aks/aks-women-multicoloured-printed-cold-shoulder-straight-kurta/2095057/buy,Cold-Shoulder Straight Kurta,699,999
AKS,kurtas/aks/aks-women-blue-tie-dye-anarkali-kurta/2095418/buy,Tie-Dye Anarkali Kurta,899,1799
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2095570/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-navy--white-printed-tiered-anarkali-kurta/1951417/buy,Printed Tiered Anarkali Kurta,809,1799
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2082311/buy,Printed Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-blue--white-printed-angrakha-anarkali-kurta/2095505/buy,Printed Angrakha Kurta,809,1799
AKS,kurtas/aks/aks-women-white--black-printed-crepe-straight-layered-kurta/2082417/buy,Women Printed Layered Kurta,749,1499
AKS,kurtas/aks/aks-women-navy-solid-a-line-kurta/2095105/buy,A-Line Kurta,439,1099
AKS,kurtas/aks/aks-women-cream-coloured-printed-detail-a-line-kurta/2095074/buy,Printed Detail A-Line Kurta,749,1499
AKS,kurtas/aks/aks-women-navy--yellow-printed-straight-kurta/2095009/buy,Straight Kurta,649,999
AKS,kurtas/aks/aks-women-magenta-solid-straight-kurta/2250068/buy,Solid Straight Kurta,599,999
AKS,kurtas/aks/aks-women-black-straight-kurta-with-printed-detail/2094965/buy,Kurta with Printed Detail,649,1299
AKS,kurtas/aks/aks-women-burgundy-solid-off-shoulder-straight-kurta/2095555/buy,Straight Kurta,559,799
AKS,kurtas/aks/aks-women-navy-printed-anarkali-kurta/2095414/buy,Printed Anarkali Kurta,714,1299
AKS,kurtas/aks/aks-women-orange--grey-printed-layered-anarkali-kurta/2095522/buy,Printed Anarkali Kurta,1209,2199
AKS,kurtas/aks/aks-women-mustard-yellow-kalamkari-print-anarkali-kurta/1797581/buy,Kalamkari Print Anarkali Kurta,1199,1599
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1798062/buy,A-Line Kurta,879,1099
AKS,kurtas/aks/aks-women-blue--off-white-checked-anarkali-kurta/1945086/buy,Checked Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-women-black--maroon-printed-anarkali-kurta/2024426/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/1841594/buy,Anarkali Kurta,1359,1599
AKS,kurtas/aks/aks-women-mustard-brown-solid-straight-kurta/2095004/buy,Straight Kurta,674,899
AKS,kurtas/aks/aks-women-navy--white-printed-straight-kurta/2448847/buy,Printed Straight Kurta,659,1099
AKS,kurtas/aks/aks-women-beige--green-striped-anarkali-kurta/2095036/buy,Striped Anarkali Kurta,749,1499
AKS,kurtas/aks/aks-blue--red-printed-anarkali-kurta/2082356/buy,Printed Anarkali Kurta,799,1599
AKS,kurtas/aks/aks-women-green--navy-printed-anarkali-kurta/2262312/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-navy-printed-a-line-kurta/2111376/buy,Printed A-Line Kurta,799,1599
AKS,kurtas/aks/aks-navy-printed-anarkali-kurta/1281382/buy,Printed Anarkali Kurta,1124,1499
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2111399/buy,Printed Anarkali Kurta,849,1699
AKS,kurtas/aks/aks-women-yellow-solid-crepe-straight-kurta/1675994/buy,Crepe Straight Kurta,809,899
AKS,kurtas/aks/aks-women-pink-solid-crepe-straight-kurta/2095545/buy,Solid Crepe Straight Kurta,599,799
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1797588/buy,Printed A-Line Kurta,1199,1599
